都道府県コード又は市町村コード,No,都道府県名,市区町村名,事業所名,事業所名カナ,サービスの種類,住所,方書（ビル名等）,緯度,経度,電話番号,FAX番号,法人番号,法人の名称,事業所番号,利用可能曜日,利用可能曜日特記事項,定員,URL,高齢者の方と障害者の方が同時一体的に利用できるサービス,介護保険の通常の指定基準を満たしている,障害福祉の通常の指定基準を満たしている,備考
131202,1372007979,東京都,練馬区,ベスト・ケアー居宅介護支援事業所練馬ステーション,ベスト・ケアーキョタクカイゴシエンジギョウショネリマステーション,居宅介護支援,東京都練馬区平和台4丁目21番8号ドゥ・ソレイユ3階,ドゥ・ソレイユ3階,35.759309600000000,139.655662099999970,03-3936-8127,03-3936-8122,1011401005684,株式会社ベスト・ケアー,1372007979,平日,２４時間、３６５日電話対応しております。,0,http://www.bestcare-kaigo.jp/,,,,
131202,1372008050,東京都,練馬区,ケアプランゆとりな,ケアプランユトリナ,居宅介護支援,東京都練馬区西大泉1-36-17第二光和20Ｄ,第二光和20Ｄ,35.753158100000010,139.568594499999960,03-5935-6536,03-5935-7636,9011603000906,株式会社ゆとりな,1372008050,"平日,祝日",,105,http://yutorina.org/,,,,
131202,1372008548,東京都,練馬区,かたくり石神井,カタクリシャクジイ,居宅介護支援,東京都練馬区石神井町2-13-15ｸﾞﾘｰﾝｸﾞﾚｽﾄTACHIBANA203号,ｸﾞﾘｰﾝｸﾞﾚｽﾄTACHIBANA203号,35.744585153715900,139.609041192959580,03-5393-9230,03-5393-6088,3030001000968,ALSOK介護株式会社,1372008548,"平日,祝日",上記以外をご希望の場合はご相談ください。,8,,,,,
131202,1372008597,東京都,練馬区,かたくり中村橋,カタクリナカムラバシ,居宅介護支援,東京都練馬区中村北2-26-6ハウスウスイ102号,ハウスウスイ102号,35.734720400000000,139.641469700000020,03-3577-9557,03-3577-4210,3030001000968,ＡＬＳＯＫ介護株式会社,1372008597,平日,年末年始（12月29日～1月3日）は休業とする。（改行）上記時間以外は転送電話により24時間連絡できる体制を確保しております。,120,http://kaigo.alsok.co.jp/,,,,
131202,1372008738,東京都,練馬区,絆介護サービスねりま,キズナカイゴサービスネリマ,居宅介護支援,東京都練馬区貫井１－１２－８サンライズ貫井１０２,サンライズ貫井１０２,35.735578400000000,139.632728800000000,０３－５８４８－８６２８,０３－５８４８－８６２９,7010901027968,株式会社絆介護サービス,1372008738,平日,,0,,,,,
131202,1372012763,東京都,練馬区,セレクトケアプラザ株式会社光ヶ丘ステーション,セレクトケアプラザカブシキガイシャヒカリガオカステーション,居宅介護支援,東京都練馬区田柄5丁目17-16光が丘フォーリア106,光が丘フォーリア106,35.758947900000000,139.632741500000060,03-5971-3885,03-3990-1700,3030001126994,セレクトケアプラザ株式会社,1372012763,平日,,0,https:/selectcareplaza.com,,,,
131202,1372014678,東京都,練馬区,撫子ケアセンター,ナデシコケアセンター,居宅介護支援,東京都練馬区中村北3-21-8奈良ビル4階,奈良ビル4階,35.735306200000000,139.638733500000000,03-5848-3255,03-5848-3256,5010001237916,株式会社なでし子,1372014678,"平日,祝日",,0,,,,,
131202,1372001618,東京都,練馬区,たーとす,タートス,居宅介護支援,東京都練馬区錦2-10-3,,35.762467599999990,139.667210300000000,03-3933-1227,03-6913-0536,5011601001117,株式会社エリ商事,1372001618,"平日,土曜日",年末年始は１２月３０日から１月３日まで（改行）夏季休暇（８月のお盆休み）,150,https://tortoise-kaigo.jp,,,,
131202,1372008076,東京都,練馬区,あけぼの介護センター中村橋,アケボノ介護センター中村橋,居宅介護支援,東京都練馬区中村北3-23-5シュウ・カワグチビル５F-A,シュウ・カワグチビル５F-A,35.736547719021560,139.638367899652020,03-5848-6840,03-5987-2067,4020001063651,ケアゲート株式会社,1372008076,平日,,130,http://www.akebonokaigo.com/,,,,
131202,1372012151,東京都,練馬区,ＳＯＭＰＯケア　上石神井　居宅介護支援,ソンポケア　カミシャクジイ　キョタクカイゴシエン,居宅介護支援,東京都練馬区上石神井2-22-27そんぽの家S上石神井,そんぽの家S上石神井,35.726494705978126,139.595066509956380,03-5927-2236,03-5903-7523,1260001015656,ＳＯＭＰＯケア株式会社,1372012151,平日,,0,,,,,
131202,1372014546,東京都,練馬区,SOMPOケア大泉学園居宅介護支援,ソンポケアオオイズミガクエンキョタクカイゴシエン,居宅介護支援,東京都練馬区東大泉5-4-5田﨑店舗1階,田﨑店舗1階,35.747242600000014,139.590934899999980,03-5935-6252,03-5935-6785,1260001015656,ＳＯＭＰＯケア株式会社,1372014546,平日,,0,https://www.sompocare.com,,,,
131202,1372015014,東京都,練馬区,ケアプランセンターメドパー,ケアプランセンターメドパー,居宅介護支援,東京都練馬区西大泉５丁目−３２−２３,,35.757829000000000,139.567912400000000,050-5799-9325,03-4496-4223,2012703002609,株式会社ＭＥＤＰＥＲ,1372015014,"平日,祝日",,0,,,,,
131202,1372000081,東京都,練馬区,株式会社ヘルプメイト関町介護支援部,カブシキガイシャヘルプメイトセキマチカイゴシエンブ,居宅介護支援,東京都練馬区関町北2-26-17ワイズⅡ　202号室,ワイズⅡ　202号室,35.726666700000000,139.577172700000000,03-3928-0290,03-3928-0295,2011601010509,株式会社　ヘルプメイト,1372000081,平日,,0,http://www.helpmate.co.jp,,,,
131202,1372000354,東京都,練馬区,有限会社　介護ケア・ワーカー緑が丘,ユウゲンガイシャ　カイゴケアワーカーミドリガオカ,居宅介護支援,東京都練馬区南大泉３－７－５１,,35.742295300000020,139.573566225131230,03-3978-5240,03-3978-5067,5011602002411,有限会社介護ケア・ワーカー緑が丘,1372000354,平日,,25,kaigocaremidorigaoka.com,,,,
131202,1372000651,東京都,練馬区,有限会社　豊玉ハートランド,ユウゲンガイシャ　トヨタマハートランド,居宅介護支援,東京都練馬区豊玉中３－１６－１３サンワコーポラス,サンワコーポラス,35.732699700000000,139.654362600000000,03-3992-0168,03-3992-1625,1011602007372,有限会社　豊玉ハートランド,1372000651,"平日,土曜日",上記以外の時間帯、定休日は留守番電話や携帯電話で24時間対応します。,0,,,,,
131202,1372000669,東京都,練馬区,有限会社　ハーティー・ケア,ユウゲンガイシャ　ハーティー・ケア,居宅介護支援,東京都練馬区上石神井2-30-20TMFビル1階,TMFビル1階,35.727703200000000,139.593913100000000,03-3594-6113,03-3594-7870,2011602007891,有限会社ハーティー・ケア,1372000669,"平日,土曜日",,0,,,,,
131202,1372000701,東京都,練馬区,練馬第一診療所,ネリマダイイチシンリョウジョ,居宅介護支援,東京都練馬区平和台4-20-16,,35.759769781841676,139.657228119014380,03-3933-8945,03-3933-8946,2011405000061,医療法人財団健康文化会,1372000701,"平日,土曜日",,112,http://www.kenbun.or.jp/,,,,
131202,1372001501,東京都,練馬区,有限会社　ケアプランニング結い,ユウゲンガイシャ　ケアプランニングユイ,居宅介護支援,東京都練馬区東大泉3-22-15シンフォニープラザ１Ｆ,シンフォニープラザ１Ｆ,35.752369500000000,139.586204599999970,03-5933-2100,03-5387-3181,1011602003479,有限会社ケアプランニング結い,1372001501,平日,利用者様のニーズに合わせ土曜日も営業・24時間対応の携帯電話を持ち対応しています。,10,http://www.careyui.com,,,,
131202,1372001543,東京都,練馬区,ハートケアサービス有限会社練馬,ハートケアサービスユウゲンガイシャネリマ,居宅介護支援,東京都練馬区田柄2-36-13白瀧マンションII-101,白瀧マンションII-101,35.768780300000000,139.644020900000000,03-5904-2281,03-5904-2283,4011402007066,ハートケアサービス有限会社,1372001543,"平日,祝日",土日・時間外は応相談、祝日は営業,25,https://hcs-kaigo.net/,,,,
131202,1372001881,東京都,練馬区,居宅介護支援事業所花ちゃん,キョタクカイゴシエンジギョウショ　ハナチャン,居宅介護支援,東京都練馬区向山３－７－６,,35.741167000000000,139.644060900000000,03-3999-5416,03-3926-6696,8011601002392,株式会社山和,1372001881,"平日,土曜日,日曜日,祝日",,0,,,,,
131202,1372002228,東京都,練馬区,やさしい手　石神井公園居宅介護支援事業所,ヤサシイテ　シャクジイコウエンキョタクイカゴシエンジギョウショ,居宅介護支援,東京都練馬区石神井町2-13-17龍英ビル3階,龍英ビル3階,35.744959492204860,139.608137480951000,050-1752-4287,050-3535-8255,8013201005965,株式会社　やさしい手,1372002228,平日,,315,http://www.yasashiite.com,,,,
131202,1372002368,東京都,練馬区,介護サポートかがやき有限会社,カイゴサポートカガヤキユウゲンガイシャ,居宅介護支援,東京都練馬区北町８-３7-8ベルソーナ北町１１１号室,ベルソーナ北町１１１号室,35.768387800000006,139.646052299999980,03-5945-7884,03-5945-7885,6011602012145,介護サポートかがやき有限会社,1372002368,平日,,0,https://www.kaigo-kagayaki.com/homecare.html,,,,
131202,1372002699,東京都,練馬区,居宅介護支援事業所らいじんぐ,キョタクカイゴシエンジギョウショライジング,居宅介護支援,東京都練馬区大泉町２-５９-２２サニーガーデン大泉1号,サニーガーデン大泉1号,35.764949300000010,139.605549199999980,03-5905-6022,03-5905-6023,5011601016957,株式会社エリアスタ,1372002699,平日,,0,http://areasta.wixsite.com/mysite-2/blank-1,,,,
131202,1372003259,東京都,練馬区,ときわ・ふれあいサービス,トキワ・フレアイサービス,居宅介護支援,東京都練馬区平和台1-31-17,,35.757035000000000,139.663264300000040,03-5921-0776,03-5921-0782,6011602021336,有限会社ときわサービス,1372003259,平日,営業時間外については、留守番電話にて対応します。,0,http://tokiwa-hureai.net/,,,,
131202,1372003283,東京都,練馬区,ケア２１　練馬,ケアニジュウイチ　ネリマ,居宅介護支援,東京都練馬区貫井２-１２-１１階,１階,35.739255762814180,139.635045340939260,03-5971-3721,03-3926-0421,5120001101680,株式会社ケア２１,1372003283,平日,,0,http://www.care21.co.jp,,,,
131202,1372003663,東京都,練馬区,スマイルケアねりま,スマイルケアネリマ,居宅介護支援,東京都練馬区高松1－13－9,,35.746438300000000,139.633342099999940,03-5971-3261,03-5971-3263,6011602021930,株式会社スマイルケアねりま,1372003663,"平日,土曜日",,264,http://www.smilecarenerima.jp/,,,,
131202,1372003861,東京都,練馬区,ケアセンター・みやぞの練馬店,ケアセンター・ミヤゾノネリマテン,居宅介護支援,東京都練馬区立野町１４番２３号,,35.716787500000000,139.582672700000000,03-5927-4701,03-5927-4708,7011201005342,宮園自動車株式会社,1372003861,平日,特になし。,80,http://www.miyazono.jp/,,,,
131202,1372004489,東京都,練馬区,けんしん石神井公園居宅介護支援事業所,ケンシンシャクジイコウエンキョタクカイゴシエンジギョウショ,居宅介護支援,東京都練馬区石神井町３－１９－１６石神井公園ＭＳＰ2ビル２階Ｃ号室,石神井公園ＭＳＰ2ビル２階Ｃ号室,35.742885100000000,139.605619800000000,03-6913-2828,03-6913-2829,8011601011666,株式会社けんしんケアサービス,1372004489,平日,年末年始（１２月２９日～１月３日）休日（改行）緊急電話経由にて定休日も随時受け付け,0,https://www.kenshincare.com/,,,,
131202,1372004679,東京都,練馬区,柏の友居宅介護支援事業所,カシワノトモキョタクカイゴシエンジギョウショ,居宅介護支援,東京都練馬区貫井３－５－６ドンズビル３０２,ドンズビル３０２,35.735525000000000,139.627960699999960,03-3926-8261,03-3926-8262,2011605001215,特定非営利活動法人　柏の友,1372004679,平日,,0,,,,,
131202,1372005130,東京都,練馬区,アント居宅介護支援事業所,アントキョタクカイゴシエンジギョウショ,居宅介護支援,東京都練馬区上石神井4-10-32,,35.727561400000000,139.589819000000030,03-5991-1810,03-5991-1884,6011602023200,有限会社ユー・ノート,1372005130,平日,,5,,,,,
131202,1372006385,東京都,練馬区,ラヴィータ武蔵関,ラヴィータムサシセキ,居宅介護支援,東京都練馬区関町北２－３０－４コーポオーカー１０１,コーポオーカー１０１,35.727457300000005,139.574015499999970,03-5927-5195,03-5927-5196,7012401017284,株式会社Ｌａ　Ｖｉｔａ,1372006385,平日,土・日・祝日の９：００～１７：００は転送電話による対応をしています。（改行）上記以外の時間帯は、留守番電話による転送対応となります。,140,,,,,
131202,1372006427,東京都,練馬区,福祉の森さくら介護センター,フクシノモリサクラカイゴセンター,居宅介護支援,東京都練馬区高松3-22-9坪内ビル１F,坪内ビル１F,35.737989900000000,139.661712200000000,03-6914-7373,03-6914-7378,5011602020339,有限会社福祉の森,1372006427,平日,休日夜間の携帯電話への転送システム有,0,https://www.sakurakaigo2002.com,,,,
131202,1372006682,東京都,練馬区,ＮＰＯむすび,エヌピーオームスビ,居宅介護支援,東京都練馬区光が丘3-9-3外階段２階,外階段２階,35.757970000000000,139.626033700000000,03-6904-3275,03-6904-3276,2011605000225,特定非営利活動法人むすび,1372006682,平日,定休日は、留守番電話にメッセージを残していただき、直近の営業日に折り返しの電話をいたします,5,http://musubi-tasukeai.jimdo.com/,,,,
131202,1372007011,東京都,練馬区,介護ステーション幸,カイゴステーションサチ,居宅介護支援,東京都練馬区石神井町4-7-24エスポワール92　203号室,エスポワール92　203号室,35.745777853965990,139.605534147331240,03-6913-2130,03-5923-9536,4011601015423,株式会社　幸,1372007011,平日,営業時間以外は転送電話で対応する。,2,https://sachi.cc/,,,,
131202,1372009447,東京都,練馬区,居宅支援めぐみの会大泉,キョタクシエンメグミノカイオオイズミ,居宅介護支援,東京都練馬区南大泉３丁目９番１９号グリーンコーポ大泉1号,グリーンコーポ大泉1号,35.747217100000000,139.580646800000070,０３－６９０４－５７６３,０３－３９２５－１９４４,8011601011609,株式会社メディカル・アート,1372009447,平日,,90,https://meguminokai.info/,,,,
131202,1372009587,東京都,練馬区,ケアサービス青空,ケアサービスアオゾラ,居宅介護支援,東京都練馬区田柄２－２８－２５,,35.765841773188960,139.647890374343920,03-6909-9975,03-6909-9985,3011601013130,青空株式会社,1372009587,"平日,祝日",,34,,,,,
131202,1372009751,東京都,練馬区,やさしい手練馬居宅介護支援事業所,ヤサシイテネリマキョタクカイゴシエンジギョウショ,居宅介護支援,東京都練馬区豊玉北5-25-21エクセレントハイム1階,エクセレントハイム1階,35.734037500000000,139.654615800000000,050-1752-9653,050-3535-8256,8013201005965,株式会社やさしい手,1372009751,平日,,20,http://www.yasashiite.com,,,,
131202,1372011526,東京都,練馬区,東京海上日動みずたま介護ST練馬ケアプランセンター,トウキョウカイジョウニチドウミズタマカイゴステーションネリマケアプランセンター,居宅介護支援,東京都練馬区豊玉北4-26-6Ｄ・Ｓ・Ｔクリーンカーム103号,Ｄ・Ｓ・Ｔクリーンカーム103号,35.736958630468270,139.657522965514660,03-5912-5013,03-5912-5014,6020001046068,東京海上日動ベターライフサービス株式会社,1372011526,平日,営業時間外は緊急携帯対応,0,https://www.tnbls.co.jp/mizutama,,,,
131202,1372011542,東京都,練馬区,東京海上日動みずたま介護ST光が丘ケアプランセンター,トウキョウカイジョウニチドウミズタマカイゴエスティヒカリガオカケアプランセンター,居宅介護支援,東京都練馬区高松5-19-17サンフラワー大門第一ビル２０１号室,サンフラワー大門第一ビル２０１号室,35.761797100000000,139.620328400000060,03-6891-0025,03-6891-0024,6020001046068,東京海上日動ベターライフサービス株式会社,1372011542,平日,上記以外の時間は緊急携帯にて対応。,0,http://www.mizutama-kaigo.jp/,,,,
131202,1372011682,東京都,練馬区,居宅介護支援事業所ソラスト練馬,キョタクカイゴシエンジギョウショソラストネリマ,居宅介護支援,東京都練馬区練馬１－２７－１１サウスヴィレッジ１階,サウスヴィレッジ１階,35.739614700000000,139.655501599999980,03-5946-2400,03-5946-2401,3010001032864,株式会社ソラスト,1372011682,"平日,土曜日,祝日",,0,http://solasto-kaigo.com/care/area/solastonerima.html,,,,
131202,1372012243,東京都,練馬区,あくとケア石神井,アクトケアシャクジイ,居宅介護支援,東京都練馬区石神井町1-21-6ヴェルデ石神井公園204,ヴェルデ石神井公園204,35.741964800000000,139.608675599999970,03-5923-6676,03-5923-9096,9010601052190,株式会社ＳＯＬ,1372012243,"平日,祝日",営業時間外は、転送電話にて対応,0,,,,,
131202,1372012821,東京都,練馬区,ALSOK介護ケアステーション南大泉,アルソックカイゴケアステーションミナミオオイズミ,居宅介護支援,東京都練馬区南大泉4-30-1ヘーベルvillage南大泉,ヘーベルvillage南大泉,35.745259600000000,139.572244200000000,03-6904-6127,03-6904-6147,3030001000968,ＡＬＳＯＫ介護株式会社,1372012821,平日,上記以外をご希望の場合はご相談ください。,0,https://kaigo.alsok.co.jp,,,,
131202,1372013100,東京都,練馬区,居宅介護支援事業所　あかね,キョタクカイゴシエンジギョウショアカネ,居宅介護支援,東京都練馬区大泉学園町７－１１－２２,,35.772591200000000,139.586525400000000,03-5933-0109,03-5947-5333,1012701000193,鹿島開発株式会社,1372013100,"平日,土曜日",,10,https://kashima-kaihatsu.jp/akane/,,,,
131202,1372014199,東京都,練馬区,ケア21光が丘,ケア２１ヒカリガオカ,居宅介護支援,東京都練馬区田柄二丁目19-24早川貸店舗　101号,早川貸店舗　101号,35.766618700000000,139.644033600000000,03-6915-6813,03-6915-6803,5120001101680,かぶしきかいしゃけあ２１,1372014199,平日,国民の祝日、8/13～8/17　12/30～1/3をの除く,70,https://www.care21.co.jp,,,,
131202,1372006468,東京都,練馬区,医療法人社団平真会介護支援薬師堂すみ,イリョウホウジンシャダンヘイシンカイカイゴシエンヤクシドウスミ,居宅介護支援,東京都練馬区向山１－１４－１６1Ｆ,1Ｆ,35.737363299999990,139.639928999999970,03-3825-7387,03-5987-5667,1011605000416,医療法人社団平真会,1372006468,平日,定休日出社の代休取得あり,70,http://www.yakushido.jp/,,,,
131202,1372010957,東京都,練馬区,ケアサービスあっぷる,ケアサービスアップル,居宅介護支援,東京都練馬区富士見台２－３１－３０宇多川ビル1階,宇多川ビル1階,35.736888200000000,139.622960299999930,03-5848-9230,03-5848-9328,5011603001346,合同会社幸信,1372010957,平日,,0,https://cs-apple.net,,,,
131202,1372012227,東京都,練馬区,あくとケア光が丘,アクトケアヒカリガオカ,居宅介護支援,東京都練馬区春日町6-12-20ラ・トールシノダ202,ラ・トールシノダ202,35.751087700000000,139.634033500000000,03-5848-3393,03-5848-6910,9010601052190,株式会社ＳＯＬ,1372012227,"平日,祝日",土日はお休みをいただいておりますが、２４時間電話対応は可能となっております。（改行）年末年始はお休みをいただいております。,0,,,,,
131202,1372012334,東京都,練馬区,クローバーケア,クローバーケア,居宅介護支援,東京都練馬区立野町18-32エスポワール立野　101,エスポワール立野　101,35.717301300000000,139.581478299999960,03-6312-3219,03-6319-8307,1011603002232,合同会社クローバーケア,1372012334,平日,※土・日については、応相談,0,,,,,
131202,1372012573,東京都,練馬区,SOPMPOケア光が丘居宅介護支援,ソンポケアヒカリガオカキョタクカイゴシエン,居宅介護支援,東京都練馬区田柄5-14-11グリーンシティ恵マンション２階,グリーンシティ恵マンション２階,35.757311195901835,139.632370861749200,03-5848-2051,03-5848-2056,1260001015656,SOMPOケア株式会社,1372012573,平日,営業時間外は転送電話対応あり,200,https://www.sompocare.com,,,,
131202,1372012581,東京都,練馬区,ホームケア練馬,ホームケアネリマ,居宅介護支援,東京都練馬区豊玉上2-21-6,,35.737717700000000,139.660231800000020,03-5912-6330,03-3557-7010,7010701010199,株式会社らいふ,1372012581,平日,土日祝及び年末年始（12月31日～1月3日）は留守番電話対応,6,http://www.life-silver.com,,,,
131202,1372014496,東京都,練馬区,ケアプラン野いちご,ケアプランノイチゴ,居宅介護支援,東京都練馬区下石神井3-6-42,,35.733601700000000,139.607811300000000,03-6913-4733,03-6913-4728,9011301025767,株式会社喜咲,1372014496,平日,,30,https://www.kisaku2020.co.jp/care.html,,,,
131202,1372014629,東京都,練馬区,オアシスケア,オアシスケア,居宅介護支援,東京都練馬区春日町1-10-19春日サンラークシノダ102,春日サンラークシノダ102,35.748018900000000,139.646026200000000,03-5848-5670,03-5848-5671,4011603004077,合同会社オアシスケア,1372014629,平日,,,,,,,
131202,1372014645,東京都,練馬区,居宅介護支援事業所　かりゆし,キョタクカイゴシエンジギョウショ　カリユシ,居宅介護支援,東京都練馬区大泉学園町6-19-38大泉学園ふれあいクリニック　2階,大泉学園ふれあいクリニック　2階,35.771821800000000,139.586236800000000,03-4214-2400,03-6756-9814,8011605002496,医療法人社団嘉例会,1372014645,平日,24時間転送にしている。常に連絡が取れる体制を取っている。,,,,,,
131202,1372014801,東京都,練馬区,居宅介護支援事業所ぴーす,キョタクカイゴシエンジギョウショピース,居宅介護支援,東京都練馬区土支田4-26-8,,35.767889000000010,139.613743900000000,03-6339-9647,03-6783-9803,2030003024272,合同会社たーとる,1372014801,平日,,,,,,,
131202,1372015154,東京都,練馬区,ケアプランれんげ石神井公園,ケアプランレンゲシャクジイコウエン,居宅介護支援,東京都練馬区石神井町4-7-24エスポワール92101号室,エスポワール92101号室,35.745784600000000,139.605535200000000,03-6913-2240,03-6913-2241,9011601028577,れんげケア株式会社,1372015154,"平日,祝日",,80,https://clinic-enishi.com/renge/,,,,
131202,1372010304,東京都,練馬区,アイリスケア,アイリスケア,居宅介護支援,東京都練馬区石神井台5-15-6,,35.736179700000000,139.583671999999980,03-5936-8803,03-5936-8804,6011601017574,株式会社蒼天,1372010304,平日,＊年末年始は原則、12/30～1/3まで休みとなる。（改行）＊ご本人・ご家族の都合により必要時には定休日においても訪問等をおこなうことがある。（受付時間外は携帯電話に転送となるが、すぐに対応できないこともある）,0,,,,,
131202,1372000057,東京都,練馬区,介護センターひまわり,カイゴセンターヒマワリ,居宅介護支援,東京都練馬区豊玉上1-19-8メゾン清和1階,メゾン清和1階,35.736376955765470,139.670537244909720,03-5999-1700,03-5999-1701,4011605000363,医療法人社団真成会,1372000057,平日,土曜日応相談,190,http://www.shinseikai-cc.jp/,,,,
131202,1372000677,東京都,練馬区,医療法人社団川満惠光会　惠光ケアサポートプランニング,イリョウホウジンシャダン　カワミツケイコウカイ　ケイコウケアサポートプランニング,居宅介護支援,東京都練馬区東大泉6-34-47コンフォート大泉学園Ⅱ-102,コンフォート大泉学園Ⅱ-102,35.747874000000010,139.586032900000000,03-3922-3217,03-5947-6638,4011605000314,医療法人社団川満惠光会,1372000677,平日,特になし,2,http://www.kawamitsu-geka.com,,,,
131202,1372002087,東京都,練馬区,有限会社　すこやかケア下石神井,ユウゲンガイシャ　スコヤカケアシモシャクジイ,居宅介護支援,東京都練馬区下石神井2-5-3,,35.730153300000000,139.608014499999970,03-3904-0290,03-3904-0398,5011602011750,有限会社すこやかケア下石神井,1372002087,平日,,70,,,,,
131202,1372002731,東京都,練馬区,居宅介護支援事業所カインド,キョタクカイゴシエンジギョウショカインド,居宅介護支援,東京都練馬区旭丘2-34-12,,35.738253800000000,139.678896799999960,03-5986-2610,03-5986-2620,3011602023120,有限会社カインド,1372002731,平日,特になし,0,http://ishiwata-kaigo.com,,,,
131202,1372003986,東京都,練馬区,ライフサポートさくら,ライフサポートサクラ,居宅介護支援,東京都練馬区南田中3-8-24ﾀｳﾝﾊｳｽ富士Ⅱ-201,ﾀｳﾝﾊｳｽ富士Ⅱ-201,35.738882685762220,139.618766134316610,03-6913-1725,03-6913-1726,2013301009244,日本システム企画株式会社,1372003986,"平日,祝日",営業時間外は、転送電話にて対応,0,,,,,
131202,1372004042,東京都,練馬区,ケアマネウィズだいこんの花,ケアマネウィズダイコンノハナ,居宅介護支援,東京都練馬区東大泉6-50-8,,35.748592100000000,139.583457700000050,03-3922-6655,03-3922-6657,7011602022234,有限会社介護サポートだいこんの花,1372004042,平日,特になし,0,,,,,
131202,1372005742,東京都,練馬区,ゆめの園春日町居宅介護支援センター,ユメノエンカスガチョウキョタクカイゴシエンセンター,居宅介護支援,東京都練馬区春日町5－33－33春日町ＮＣビル201,春日町ＮＣビル201,35.751326700000000,139.637855400000030,03-5987-5051,03-5987-5065,2030005001609,社会福祉法人ハッピーネット,1372005742,平日,時間外、定休日も応相談,200,http://www.happynet.or.jp/,,,,
131202,1372006609,東京都,練馬区,フレンドリーサポート介護サービス,フレンドリーサポートカイゴサービス,居宅介護支援,東京都練馬区関町北２－２５－１１ユアーズムサシセキ２０１号,ユアーズムサシセキ２０１号,35.726486200000000,139.575906199999960,03-3929-7150,03-6368-4955,3010901003329,株式会社　クーギャラリー,1372006609,平日,定休日及び時間外は転送電話にて対応,0,,,,,
131202,1372007128,東京都,練馬区,医療社団法人はなぶさ会　島村記念病院　居宅介護支援事業所,イリョウホウジンシャダンハナブサカイ　シマムラキネンビョウイン　キョタクカイゴシエンジギョウショ,居宅介護支援,東京都練馬区関町北２丁目4番地2号,,35.723228100000000,139.573692599999960,03-3928-0076,03-3928-0080,2011605000407,医療法人社団はなぶさ会,1372007128,"平日,土曜日",,0,http://www.shimamura-hosp.com/kyotaku/index.html,,,,
131202,1372009595,東京都,練馬区,居宅介護支援事業所あしたば,キョタクカイゴシエンジギョウショアシタバ,居宅介護支援,東京都練馬区貫井３－６－６五十嵐ビル１階,五十嵐ビル１階,35.735700500000000,139.628184600000000,03-6760-6891,03-3999-5975,8011602000866,有限会社　五十嵐設備工業所,1372009595,"平日,土曜日",一応定休日は決めているが必要に応じて出勤している。,30,,,,,
131202,1372009611,東京都,練馬区,トータル・ケア,トータルケア,居宅介護支援,東京都練馬区大泉学園町2-15-14泉谷ビル201,泉谷ビル201,35.757663300000000,139.587648800000000,03-5935-4168,03-5935-4169,8011601018372,株式会社トータル・ケア,1372009611,平日,,0,,,,,
131202,1372010320,東京都,練馬区,ライフサポートみなづき,ライフサポートミナヅキ,居宅介護支援,東京都練馬区南田中3-8-24タウンハウス富士Ⅱ-201,タウンハウス富士Ⅱ-201,35.738955910904380,139.618832480743320,03-6904-9521,03-6913-1411,2013301009244,日本システム企画株式会社,1372010320,平日,定休日においても、連絡が可能な体制を取っております,70,,,,,
131202,1372010486,東京都,練馬区,かたくり武蔵関,カタクリムサシセキ,居宅介護支援,東京都練馬区関町北4-35-26キャニオンマンション石神井台101号室,キャニオンマンション石神井台101号室,35.731182900000000,139.577069800000000,03-5927-5051,03-5991-8126,3030001000968,ＡＬＳＯＫ介護株式会社,1372010486,平日,,0,,,,,
131202,1372010494,東京都,練馬区,居宅介護支援事業所　だいふく,キョタクカイゴシエンジギョウショ　ダイフク,居宅介護支援,東京都練馬区田柄5-27-8206,206,35.760458799999990,139.632591500000000,03-5848-9101,03-5848-9106,7011601019314,株式会社　大福,1372010494,平日,相談より対応可能。,70,http://hp.kaipoke.biz/zmz/,,,,
131202,1372010585,東京都,練馬区,ACTねりま居宅介護支援事業所,アクトネリマキョタクカイゴシエンジギョウショ,居宅介護支援,東京都練馬区桜台1-12-9メナージュ桜台1Ｆ,メナージュ桜台1Ｆ,35.739695300000000,139.662778800000070,03-5946-6881,03-5946-6882,1012705001857,特定非営利活動法人ＡＣＴ・人とまちづくり,1372010585,"平日,土曜日",営業時間外の緊急時は24時間対応専用電話番号にて対応しております。,10,http://act-hitotomachidukuri.org,,,,
131202,1372011005,東京都,練馬区,朝焼け練馬事業所,アサヤケネリマジギョウショ,居宅介護支援,東京都練馬区関町北2-29-8第二双葉ビル201号室,第二双葉ビル201号室,35.727472200000015,139.576175499999980,03-5991-8230,03-5903-9149,3011201011204,株式会社朝焼け,1372011005,平日,,10,http://asayakenet.com/,,,,
131202,1372011062,東京都,練馬区,ケアプラン・ハピネス,ケアプラン・ハピネス,居宅介護支援,東京都練馬区上石神井2-23-17メゾン・ド・ティーグルⅢ　103号,メゾン・ド・ティーグルⅢ　103号,35.726678300000000,139.592757700000000,03-6904-9833,03-6904-9990,2010103000860,合同会社ＢＥＬＬＳ,1372011062,平日,,0,,,,,
131202,1372011419,東京都,練馬区,クリエイティブプラン,クリエイティブプラン,居宅介護支援,東京都練馬区南大泉1-26-9,,35.741203800000000,139.574552899999960,03-3921-7110,03-5935-6676,8011603001789,合同会社　クリエイティブプランニング,1372011419,平日,,134,,,,,
